file_name,model_name,description,execution_time,cost
toy_10.jpeg,gpt-4o-vision,"The image shows a miniature bathroom setup inside a small room. It features a tiny bathtub, a pink sink with a mirror, a striped rug, and a small plush elephant. The scene is detailed with everyday items, giving it a cozy and whimsical appearance.",6.15,0.0047
toy_10.jpeg,blip,Caption: a doll house with a sink and a toilet,3.52,0.0046
toy_10.jpeg,blip-2,a doll house,2.64,0.0060
toy_10.jpeg,llava-1.5-7b,"The image features a white dollhouse with a bathroom scene. The bathroom includes a sink, a toilet, and a mirror. There are also various toiletries and decorative items placed around the bathroom, such as a bottle, a cup, and a toothbrush. The scene is set on a white shelf, which adds to the overall clean and organized appearance of the bathroom.",7.19,0.0050
drawing_03.jpeg,gemini-2.5-flash-preview,"This image displays a simple, hand-drawn illustration of a single green leaf against a plain white background. The leaf, oriented horizontally, features visible darker green veins and lighter highlights, suggesting texture. A roughly sketched pencil shadow underneath gives the impression of the leaf resting on a surface, adding a sense of depth to the drawing.",2.56,0.0010
drawing_03.jpeg,gemini-2.0-flash,"The image shows a drawing of a green leaf on a white background. The leaf appears to be slightly curved, with visible veins and a small brown stem. A light grey shadow is sketched beneath the leaf, giving it a sense of depth.",1.72,0.0008
drawing_03.jpeg,gpt-4o-vision,"The image depicts a hand-drawn leaf, vividly colored in various shades of green, with visible vein-like patterns. The drawing is against a simple white background, highlighting the leaf's intricate details and shading. The leaf appears to be part of a naturalistic sketch, capturing a realistic representation.",4.70,0.0049
drawing_03.jpeg,blip,Caption: a drawing of a green leaf on a white background,2.14,0.0046
drawing_03.jpeg,blip-2,a leaf,3.09,0.0060
drawing_03.jpeg,llava-1.5-7b,"The image is a drawing of a leaf on a piece of paper. The leaf is green and has a long stem. The drawing is done in a sketch-like style, with the leaf being the main focus of the artwork.",3.21,0.0050
toy_09.jpeg,gemini-2.5-flash-preview,"The image captures an assortment of plush toys scattered on a dark green, quilted surface, likely inside a tent or play area. A large brown bear and a white character with a blue bow are prominent among the collection of various other smaller stuffed animals. The left side of the frame reveals a light-colored, striped fabric, suggesting the interior wall of a temporary structure.",7.49,0.0011
toy_09.jpeg,gemini-2.0-flash,"The image shows a collection of stuffed animals, including a brown bear, a white rabbit, and a white unicorn with a blue bow, nestled on a green quilted surface.  Some of the toys are partially obscured by others, creating a cozy, jumbled arrangement. The toys are located inside a child's play tent, where a white and gray striped background is visible.",4.49,0.0011
toy_09.jpeg,gpt-4o-vision,"The image shows a collection of various plush toys scattered on a green quilt. The toys include a mix of animals like a bear, duck, rabbit, and others in different sizes and colors. They are placed near a sheer white fabric, possibly part of a tent or curtain, creating a cozy and playful atmosphere.",8.47,0.0049
toy_09.jpeg,blip,Caption: a group of stuffed animals laying on top of a bed,5.58,0.0046
toy_09.jpeg,blip-2,stuffed animals in a tent,4.34,0.0060
toy_09.jpeg,llava-1.5-7b,"The image features a pile of stuffed animals, including a teddy bear, a white unicorn, and a bunny. The stuffed animals are arranged in a way that they appear to be sleeping or resting together.",5.75,0.0050
toy_05.jpeg,gemini-2.5-flash-preview,"This image displays a brightly colored children's play area, dominated by a wooden orange and gray toy kitchen set complete with a stove, oven, and white control knobs. Around it are various play food items, including a metal pan, felt vegetables, and wooden burger components. Overhead shelves hold other toys like a shape sorter, while the foreground shows the white slats of a crib, suggesting a nursery or bedroom setting.",6.86,0.0013
toy_05.jpeg,gemini-2.0-flash,"The image shows a children's play kitchen set against a wall with cabinets. The toy kitchen includes a grey stovetop, orange oven and is equipped with toy food items. Cabinets above feature additional toys such as shape sorters and a container filled with plush food, including carrots and onions.",3.59,0.0009
toy_05.jpeg,gpt-4o-vision,"The image shows a small children's play kitchen set in vibrant colors, featuring an orange stove with dials and an oven. On top, there are toy foods like cookies, a bottle, and a pot. To the side, containers hold various toy vegetables, illustrating a playful and organized children's play area.",10.33,0.0049
toy_05.jpeg,blip,Caption: a toy oven sitting on top of a counter,4.47,0.0046
toy_05.jpeg,blip-2,a child's room,4.28,0.0060
toy_05.jpeg,llava-1.5-7b,"The image features a toy kitchen with a play oven and a play sink. The oven is orange and has a toy stove top, while the sink is white. There are several toy bottles and a toy bowl placed around the kitchen, adding to the playful atmosphere.",7.09,0.0050
toy_04.jpeg,gemini-2.5-flash-preview,"The image shows a brown stuffed animal, resembling a deer or dog, lying on a beige and brown striped rug. It is dressed in a vibrant pink, long-sleeved outfit with ruffled detail at the back. In the background, white and blue shelves are visible, holding various items, including colorful building blocks.",5.08,0.0010
toy_04.jpeg,gemini-2.0-flash,The image shows a stuffed deer wearing a pink jumpsuit on a striped rug. The deer is brown with white accents and has visible stitching for its facial features.  In the background is a shelf with various objects.,3.10,0.0007
toy_04.jpeg,gpt-4o-vision,"The image shows a plush dog toy dressed in a pink outfit, standing on a beige striped rug. In the background, there are shelves containing a variety of toys and storage boxes. The scene appears to be set in a playroom or child's area.",5.82,0.0047
toy_04.jpeg,blip,Caption: a stuffed animal is hanging on a wall,4.60,0.0046
toy_04.jpeg,blip-2,a stuffed animal,4.02,0.0060
toy_04.jpeg,llava-1.5-7b,"A brown teddy bear is wearing a pink sweater and standing on a rug. The teddy bear is positioned in the center of the image, and the rug appears to be striped.",5.22,0.0050
drawing_01.jpeg,gemini-2.5-flash-preview,"This is a colorful child's drawing of a whimsical creature on white paper. The large, rounded body, colored in shades of brown and orange, features a playful face with two black eyes, two purple-ringed eyes, and an open mouth revealing teeth. The creature also has pointy ears, a curved tail, and several grid-patterned brown appendages on its left side.",3.74,0.0012
drawing_01.jpeg,gemini-2.0-flash,"This appears to be a child's drawing of a whimsical creature. The creature has a rounded, brownish body, black dot eyes, purple circles around the eyes and a toothy mouth. It also features a curved tail, triangular ears, and cube-like protrusions along one side.",2.32,0.0009
drawing_01.jpeg,gpt-4o-vision,"The image is a colorful drawing of a whimsical, cartoon-like creature with cat features. It has large eyes, a wide, smiling mouth with teeth, and small squared feet. The creature is colored in shades of orange and brown, with pink circles on its cheeks and triangular ears, giving it a playful and imaginative appearance.",4.98,0.0049
drawing_01.jpeg,blip,Caption: a child's drawing of a cat on a piece of paper,1.98,0.0046
drawing_01.jpeg,blip-2,a drawing of a cat,1.72,0.0060
drawing_01.jpeg,llava-1.5-7b,"A hand-drawn picture of a smiling face with a purple nose and red lips. The face is drawn on a piece of paper, and the paper is folded to create the appearance of a smiling face.",3.67,0.0050
toy_08.jpeg,gemini-2.5-flash-preview,"The image captures an overhead view of various colorful Lego-style toys arranged on a light blue surface. Among the playful collection are a yellow and blue car/boat, two small figures, a white animal nestled within a striped ring, and a small red wheeled toy. Portions of a white, polka-dotted fabric and a wooden surface are visible, framing this whimsical assembly of children's playthings.",6.79,0.0012
toy_08.jpeg,gemini-2.0-flash,"The image shows a collection of toys scattered on a light gray surface. There is a Lego car, a toy life preserver with a small white animal figure inside, two Lego mini-figures and a small toy dog. To the upper left is a light blue object with a white pillow and pink and brown fuzzy circles.",3.31,0.0010
toy_08.jpeg,gpt-4o-vision,"The image shows a small toy setup featuring a yellow and blue vehicle, a red figure with a tool, and two miniature figures interacting around a yellow and white inflatable pool with a small animal inside. Nearby, a small brown toy animal on wheels is present. The toys are placed on a light-colored surface beside a cushion with colored dots.",6.85,0.0050
toy_08.jpeg,blip,Caption: a toy car and other toys on a table,4.07,0.0046
toy_08.jpeg,blip-2,a toy car in a room,4.03,0.0060
toy_08.jpeg,llava-1.5-7b,"The image features a collection of small toys, including a car and a truck, placed on a table. The toys are arranged in a way that they appear to be interacting with each other, creating a playful scene.",4.32,0.0050
toy_03.jpeg,gemini-2.5-flash-preview,"The image shows a white, Moomin-style plush toy with bright yellow hair and a dark blue scarf, held vertically by a person's hand. The soft toy features a simple design with small, brown eyes. The blurred background suggests an indoor setting, revealing a beige striped rug and out-of-focus furniture.",5.53,0.0010
toy_03.jpeg,gemini-2.0-flash,"The image shows a hand holding a white plush toy, possibly a sheep or alpaca, with a blue scarf around its neck and a tuft of yellow hair. The background is blurred, but it appears to be a room with a light-colored rug and furniture. The toy is positioned so that its back is facing the viewer, highlighting its fluffy texture.",2.99,0.0011
toy_03.jpeg,gpt-4o-vision,"The image shows a hand holding a plush toy resembling a white hippo with yellow hair and a blue collar. The background features a cozy room with a desk, books, and various items, suggesting it might be a child's playroom or study area. The scene appears bright and inviting, with a focus on the toy.",6.80,0.0049
toy_03.jpeg,blip,Caption: a person holding a stuffed animal in their hand,4.58,0.0046
toy_03.jpeg,blip-2,a stuffed animal,3.28,0.0060
toy_03.jpeg,llava-1.5-7b,"A white stuffed animal, possibly a unicorn, is being held by a person. The toy is wearing a blue ribbon and has a yellow mane. The person is holding the toy in front of a carpet, which is the background of the image.",5.06,0.0050
drawing_06.jpeg,gemini-2.5-flash-preview,"This is a child's colorful drawing, oriented sideways, depicting two stylized figures against a white background with subtle blue marks. On the left is a bird-like creature with a blue wavy patterned body, a black eye, yellow beak, and orange feathery details. To its right is a human figure, likely a princess, with long brown hair, large eyes, a yellow crown, and a purple patterned dress, all rendered in vibrant marker colors.",4.54,0.0014
drawing_06.jpeg,gemini-2.0-flash,"The image is a child's drawing featuring a princess and a bird. The princess has brown hair, a yellow crown, and a purple dress with wavy lines. Above her is a bird drawn with a blue patterned body and orange and yellow details on its head.",1.86,0.0008
drawing_06.jpeg,gpt-4o-vision,"The drawing depicts a childlike illustration of a girl wearing a wavy-patterned dress and a yellow crown, with long brown hair, alongside a bird with an orange crest and wavy blue body. Both figures are drawn simply, with bold outlines and vibrant colors. The background is lightly shaded in blue, adding to the whimsical feel of the artwork.",5.44,0.0050
drawing_06.jpeg,blip,Caption: a drawing of two birds on a piece of paper,2.04,0.0046
drawing_06.jpeg,blip-2,a child's drawing of a princess and a chicken,2.07,0.0060
drawing_06.jpeg,llava-1.5-7b,"The image features a colorful drawing of a girl wearing a dress and a crown, standing next to a bird. The girl is wearing a purple dress and is positioned to the left of the bird. The bird is drawn with a blue and white color scheme, and it is situated on the right side of the girl. The scene appears to be a creative and imaginative artwork.",5.85,0.0050
toy_02.jpeg,gemini-2.5-flash-preview,"A light-colored stuffed bunny, wearing a striped brown and white sweater, is perched on a small, pinkish-orange doll's chair. The chair appears to be mounted or leaning against a light-colored wall featuring subtle triangular patterns. The soft hues and playful elements create a whimsical, domestic scene.",7.95,0.0009
toy_02.jpeg,gemini-2.0-flash,A stuffed bunny in a striped sweater is seen relaxing in a miniature pink chair. The chair and bunny are positioned against a light-colored wall decorated with geometric shapes. The overall scene is whimsical and child-like.,2.66,0.0007
toy_02.jpeg,gpt-4o-vision,"A stuffed rabbit toy dressed in a striped outfit is seated in a small orange wooden chair. The setting appears to be a minimalist interior with light-colored walls featuring small triangular patterns. A portion of a colorful fabric is visible in the lower left corner, adding subtle contrast to the scene.",7.40,0.0048
toy_02.jpeg,blip,Caption: a stuffed animal hanging from the side of a wall,2.63,0.0046
toy_02.jpeg,blip-2,a stuffed bunny in a rocking chair,3.63,0.0060
toy_02.jpeg,llava-1.5-7b,"A small stuffed bunny is sitting on a pink chair. The chair is placed on a wall, and the bunny is positioned in the middle of the chair. The chair is the main focus of the image, with the bunny being the secondary element.",5.23,0.0050
